subject,order,location,color,Language,Task
40,79,H5,10,Spanish,Open
40,27,H7,5,Spanish,Open
40,61,H9,5,Spanish,Open
41,75,A10,2,Spanish,Open
41,23,A12,12,Spanish,Open
41,39,A14,2,Spanish,Open
41,65,A16,2,Spanish,Open
41,25,A18,2,Spanish,Open
41,77,A2,2,Spanish,Open
41,82,A20,2,Spanish,Open
41,14,A4,19,Spanish,Open
41,38,A6,6,Spanish,Open
41,60,A8,12,Spanish,Open
41,15,B1,19,Spanish,Open
41,13,B11,5,Spanish,Open
41,17,B13,12,Spanish,Open
41,12,B15,12,Spanish,Open
41,33,B17,12,Spanish,Open
41,58,B19,19,Spanish,Open
41,22,B2,19,Spanish,Open
41,48,B3,19,Spanish,Open
41,2,B5,6,Spanish,Open
41,11,B7,5,Spanish,Open
41,19,B9,5,Spanish,Open
41,6,C10,5,Spanish,Open
41,29,C12,12,Spanish,Open
41,69,C14,12,Spanish,Open
41,63,C16,8,Spanish,Open
41,18,C18,8,Spanish,Open
41,59,C2,20,Spanish,Open
41,27,C20,11,Spanish,Open
41,28,C3,9,Spanish,Open
41,35,C4,6,Spanish,Open
41,74,C6,5,Spanish,Open
41,44,C8,5,Spanish,Open
41,26,D1,3,Spanish,Open
41,61,D11,5,Spanish,Open
41,46,D13,12,Spanish,Open
41,83,D15,12,Spanish,Open
41,72,D17,8,Spanish,Open
41,1,D19,11,Spanish,Open
41,45,D3,9,Spanish,Open
41,64,D5,9,Spanish,Open
41,3,D7,5,Spanish,Open
41,73,D9,5,Spanish,Open
41,5,E10,5,Spanish,Open
41,80,E12,5,Spanish,Open
41,8,E14,4,Spanish,Open
41,36,E16,8,Spanish,Open
41,21,E18,8,Spanish,Open
41,49,E2,3,Spanish,Open
41,52,E20,11,Spanish,Open
41,78,E4,9,Spanish,Open
41,42,E6,5,Spanish,Open
41,62,E8,5,Spanish,Open
41,53,F1,3,Spanish,Open
41,16,F11,5,Spanish,Open
41,55,F13,12,Spanish,Open
41,32,F15,4,Spanish,Open
41,30,F17,8,Spanish,Open
41,40,F19,11,Spanish,Open
41,7,F3,10,Spanish,Open
41,66,F5,5,Spanish,Open
41,34,F7,5,Spanish,Open
41,20,F9,5,Spanish,Open
41,67,G10,5,Spanish,Open
41,81,G12,5,Spanish,Open
41,9,G14,4,Spanish,Open
41,24,G16,8,Spanish,Open
41,41,G17,8,Spanish,Open
41,47,G18,8,Spanish,Open
41,31,G2,3,Spanish,Open
41,54,G20,11,Spanish,Open
41,50,G4,10,Spanish,Open
41,57,G6,5,Spanish,Open
41,68,G8,5,Spanish,Open
41,79,H1,1,Spanish,Open
41,43,H11,5,Spanish,Open
41,70,H13,4,Spanish,Open
41,4,H15,4,Spanish,Open
41,10,H17,8,Spanish,Open
41,71,H19,8,Spanish,Open
41,51,H3,10,Spanish,Open
41,76,H5,10,Spanish,Open
41,37,H7,5,Spanish,Open
41,56,H9,5,Spanish,Open
42,45,A10,12,Spanish,Open
42,48,A12,12,Spanish,Open
42,27,A14,12,Spanish,Open
42,55,A16,2,Spanish,Open
42,61,A18,2,Spanish,Open
42,34,A2,19,Spanish,Open
42,33,A20,19,Spanish,Open
42,15,A4,19,Spanish,Open
42,7,A6,6,Spanish,Open
42,36,A8,5,Spanish,Open
42,21,B1,19,Spanish,Open
42,71,B11,12,Spanish,Open
42,16,B13,12,Spanish,Open
42,20,B15,12,Spanish,Open
42,25,B17,8,Spanish,Open
42,78,B19,11,Spanish,Open
42,53,B2,19,Spanish,Open
42,23,B3,11,Spanish,Open
42,73,B5,18,Spanish,Open
42,14,B7,5,Spanish,Open
42,52,B9,5,Spanish,Open
42,18,C10,4,Spanish,Open
42,64,C12,12,Spanish,Open
42,57,C14,12,Spanish,Open
42,37,C16,8,Spanish,Open
42,58,C18,8,Spanish,Open
42,50,C20,8,Spanish,Open
42,62,C3,11,Spanish,Open
42,6,C4,6,Spanish,Open
42,43,C6,5,Spanish,Open
42,9,C8,5,Spanish,Open
42,49,D1,3,Spanish,Open
42,66,D11,12,Spanish,Open
42,12,D13,12,Spanish,Open
42,1,D15,12,Spanish,Open
42,65,D17,8,Spanish,Open
42,67,D19,11,Spanish,Open
42,22,D3,11,Spanish,Open
42,38,D5,18,Spanish,Open
42,17,D7,5,Spanish,Open
42,44,D9,12,Spanish,Open
42,74,E10,5,Spanish,Open
42,35,E12,12,Spanish,Open
42,13,E14,12,Spanish,Open
42,26,E16,8,Spanish,Open
42,28,E16,5,Spanish,Open
42,59,E18,8,Spanish,Open
42,75,E2,3,Spanish,Open
42,76,E20,3,Spanish,Open
42,2,E4,10,Spanish,Open
42,54,E8,5,Spanish,Open
42,81,F1,3,Spanish,Open
42,72,F11,5,Spanish,Open
42,77,F13,4,Spanish,Open
42,46,F15,4,Spanish,Open
42,51,F17,8,Spanish,Open
42,4,F19,8,Spanish,Open
42,69,F3,10,Spanish,Open
42,56,F5,18,Spanish,Open
42,29,F7,5,Spanish,Open
42,47,F9,5,Spanish,Open
42,39,G10,5,Spanish,Open
42,3,G12,4,Spanish,Open
42,19,G14,4,Spanish,Open
42,60,G16,4,Spanish,Open
42,8,G17,8,Spanish,Open
42,79,G18,8,Spanish,Open
42,63,G2,3,Spanish,Open
42,10,G20,3,Spanish,Open
42,80,G4,10,Spanish,Open
42,11,G6,5,Spanish,Open
42,41,G8,5,Spanish,Open
42,32,H1,8,Spanish,Open
42,5,H11,5,Spanish,Open
42,40,H13,4,Spanish,Open
42,68,H15,4,Spanish,Open
42,70,H17,8,Spanish,Open
42,42,H19,8,Spanish,Open
42,24,H3,10,Spanish,Open
42,31,H5,1,Spanish,Open
42,30,H7,1,Spanish,Open
42,82,H9,1,Spanish,Open
43,65,A10,12,Spanish,Open
43,13,A12,12,Spanish,Open
43,46,A14,12,Spanish,Open
43,40,A16,2,Spanish,Open
43,7,A18,2,Spanish,Open
43,21,A2,19,Spanish,Open
43,57,A20,19,Spanish,Open
43,70,A4,19,Spanish,Open
43,17,A6,6,Spanish,Open
43,58,A8,12,Spanish,Open
43,35,B1,11,Spanish,Open
43,72,B11,12,Spanish,Open
43,1,B13,12,Spanish,Open
43,30,B15,12,Spanish,Open
43,78,B17,8,Spanish,Open
43,28,B19,11,Spanish,Open
43,44,B2,11,Spanish,Open
43,31,B3,9,Spanish,Open
43,39,B5,6,Spanish,Open
43,37,B7,5,Spanish,Open
43,56,B9,4,Spanish,Open
43,34,C10,12,Spanish,Open
43,8,C12,12,Spanish,Open
43,76,C14,12,Spanish,Open
43,22,C16,8,Spanish,Open
43,41,C18,11,Spanish,Open
43,27,C2,9,Spanish,Open
43,43,C20,11,Spanish,Open
43,52,C3,9,Spanish,Open
43,67,C4,9,Spanish,Open
43,49,C6,6,Spanish,Open
43,68,C8,5,Spanish,Open
43,55,D1,11,Spanish,Open
43,59,D11,12,Spanish,Open
43,69,D13,12,Spanish,Open
43,15,D15,12,Spanish,Open
43,53,D17,8,Spanish,Open
43,9,D19,11,Spanish,Open
43,3,D3,9,Spanish,Open
43,81,D5,10,Spanish,Open
43,80,D7,10,Spanish,Open
43,83,D9,12,Spanish,Open
43,73,E10,12,Spanish,Open
43,51,E12,12,Spanish,Open
43,19,E14,12,Spanish,Open
43,32,E16,8,Spanish,Open
43,12,E18,8,Spanish,Open
43,62,E2,9,Spanish,Open
43,10,E20,11,Spanish,Open
43,4,E4,20,Spanish,Open
43,79,E6,10,Spanish,Open
43,75,E8,5,Spanish,Open
43,29,F1,3,Spanish,Open
43,61,F11,12,Spanish,Open
43,25,F13,12,Spanish,Open
43,54,F15,4,Spanish,Open
43,14,F17,8,Spanish,Open
43,16,F19,13,Spanish,Open
43,60,F3,10,Spanish,Open
43,11,F5,10,Spanish,Open
43,33,F7,5,Spanish,Open
43,42,F9,5,Spanish,Open
43,63,G10,5,Spanish,Open
43,66,G12,4,Spanish,Open
43,2,G14,4,Spanish,Open
43,77,G16,8,Spanish,Open
43,6,G17,8,Spanish,Open
43,23,G18,8,Spanish,Open
43,74,G2,10,Spanish,Open
43,18,G20,8,Spanish,Open
43,26,G4,10,Spanish,Open
43,36,G6,10,Spanish,Open
43,82,G8,5,Spanish,Open
43,50,H1,10,Spanish,Open
43,5,H11,5,Spanish,Open
43,48,H13,4,Spanish,Open
43,71,H15,4,Spanish,Open
43,38,H17,8,Spanish,Open
43,64,H19,8,Spanish,Open
43,45,H3,10,Spanish,Open
43,20,H5,10,Spanish,Open
43,47,H7,10,Spanish,Open
43,24,H9,5,Spanish,Open
44,50,A10,5,Spanish,Open
44,33,A12,5,Spanish,Open
44,58,A14,2,Spanish,Open
44,56,A16,2,Spanish,Open
44,10,A18,2,Spanish,Open
44,28,A2,2,Spanish,Open
44,11,A20,2,Spanish,Open
44,78,A4,19,Spanish,Open
44,77,A6,6,Spanish,Open
44,37,A8,5,Spanish,Open
44,4,B1,8,Spanish,Open
44,68,B11,5,Spanish,Open
44,8,B13,12,Spanish,Open
44,31,B15,12,Spanish,Open
44,82,B17,8,Spanish,Open
44,75,B19,11,Spanish,Open
44,71,B2,11,Spanish,Open
44,60,B3,19,Spanish,Open
44,1,B5,6,Spanish,Open
44,62,B7,5,Spanish,Open
44,20,B9,5,Spanish,Open
44,61,C10,5,Spanish,Open
44,48,C12,5,Spanish,Open
44,53,C14,12,Spanish,Open
44,73,C16,8,Spanish,Open
44,43,C18,8,Spanish,Open
44,30,C2,19,Spanish,Open
44,57,C20,11,Spanish,Open
44,27,C3,6,Spanish,Open
44,40,C4,6,Spanish,Open
44,59,C6,5,Spanish,Open
44,51,C8,5,Spanish,Open
44,42,D1,11,Spanish,Open
44,80,D11,5,Spanish,Open
44,67,D13,12,Spanish,Open
44,34,D15,12,Spanish,Open
44,19,D17,8,Spanish,Open
44,7,D19,11,Spanish,Open
44,24,D3,6,Spanish,Open
44,83,D5,20,Spanish,Open
44,69,D7,5,Spanish,Open
44,14,D9,5,Spanish,Open
44,79,E10,5,Spanish,Open
44,17,E12,5,Spanish,Open
44,23,E14,12,Spanish,Open
44,3,E16,8,Spanish,Open
44,76,E18,8,Spanish,Open
44,81,E2,9,Spanish,Open
44,32,E20,11,Spanish,Open
44,9,E4,20,Spanish,Open
44,54,E6,5,Spanish,Open
44,26,E8,5,Spanish,Open
44,65,F1,3,Spanish,Open
44,38,F11,5,Spanish,Open
44,74,F13,5,Spanish,Open
44,70,F15,4,Spanish,Open
44,21,F17,8,Spanish,Open
44,22,F19,11,Spanish,Open
44,12,F3,20,Spanish,Open
44,49,F5,20,Spanish,Open
44,44,F7,5,Spanish,Open
44,2,F9,5,Spanish,Open
44,13,G10,5,Spanish,Open
44,66,G12,5,Spanish,Open
44,36,G14,4,Spanish,Open
44,41,G16,8,Spanish,Open
44,6,G17,8,Spanish,Open
44,63,G18,8,Spanish,Open
44,25,G2,16,Spanish,Open
44,35,G20,16,Spanish,Open
44,64,G4,10,Spanish,Open
44,45,G6,5,Spanish,Open
44,55,G8,5,Spanish,Open
44,18,H1,16,Spanish,Open
44,47,H11,5,Spanish,Open
44,16,H13,4,Spanish,Open
44,52,H15,4,Spanish,Open
44,5,H17,8,Spanish,Open
44,39,H19,8,Spanish,Open
44,15,H3,10,Spanish,Open
44,46,H5,5,Spanish,Open
44,72,H7,5,Spanish,Open
44,29,H9,5,Spanish,Open
45,16,A10,12,Spanish,Open
45,60,A12,5,Spanish,Open
45,19,A14,12,Spanish,Open
45,18,A16,2,Spanish,Open
45,63,A18,2,Spanish,Open
45,74,A2,12,Spanish,Open
45,78,A20,2,Spanish,Open
45,27,A4,6,Spanish,Open
45,51,A6,6,Spanish,Open
45,67,A8,5,Spanish,Open
45,72,B1,12,Spanish,Open
45,26,B11,12,Spanish,Open
45,77,B13,4,Spanish,Open
45,75,B15,4,Spanish,Open
45,5,B17,19,Spanish,Open
45,12,B19,19,Spanish,Open
45,49,B2,19,Spanish,Open
45,31,B3,9,Spanish,Open
45,71,B5,6,Spanish,Open
45,24,B7,5,Spanish,Open
45,55,B9,12,Spanish,Open
45,20,C10,5,Spanish,Open
45,39,C12,12,Spanish,Open
45,17,C14,12,Spanish,Open
45,2,C16,8,Spanish,Open
45,42,C18,8,Spanish,Open
45,59,C2,4,Spanish,Open
45,30,C20,3,Spanish,Open
45,58,C3,9,Spanish,Open
45,68,C4,8,Spanish,Open
45,23,C6,6,Spanish,Open
45,40,C8,5,Spanish,Open
45,28,D1,3,Spanish,Open
45,52,D11,12,Spanish,Open
45,22,D13,4,Spanish,Open
45,66,D15,12,Spanish,Open
45,8,D17,8,Spanish,Open
45,62,D19,8,Spanish,Open
45,6,D3,9,Spanish,Open
45,53,D5,6,Spanish,Open
45,34,D7,5,Spanish,Open
45,79,D9,5,Spanish,Open
45,4,E10,5,Spanish,Open
45,11,E12,12,Spanish,Open
45,56,E14,4,Spanish,Open
45,80,E16,8,Spanish,Open
45,3,E18,8,Spanish,Open
45,35,E2,3,Spanish,Open
45,70,E20,16,Spanish,Open
45,82,E4,6,Spanish,Open
45,41,E6,16,Spanish,Open
45,57,E8,5,Spanish,Open
45,25,F1,3,Spanish,Open
45,37,F11,4,Spanish,Open
45,50,F13,4,Spanish,Open
45,1,F15,4,Spanish,Open
45,48,F17,8,Spanish,Open
45,9,F19,16,Spanish,Open
45,83,F3,14,Spanish,Open
45,44,F5,16,Spanish,Open
45,14,F7,5,Spanish,Open
45,65,F9,5,Spanish,Open
45,64,G10,5,Spanish,Open
45,33,G12,4,Spanish,Open
45,61,G14,12,Spanish,Open
45,29,G16,4,Spanish,Open
45,81,G17,16,Spanish,Open
45,32,G18,8,Spanish,Open
45,10,G2,3,Spanish,Open
45,36,G20,16,Spanish,Open
45,21,G4,10,Spanish,Open
45,38,G6,8,Spanish,Open
45,13,G8,5,Spanish,Open
45,47,H1,16,Spanish,Open
45,15,H11,4,Spanish,Open
45,7,H13,5,Spanish,Open
45,45,H15,4,Spanish,Open
45,76,H17,8,Spanish,Open
45,73,H19,16,Spanish,Open
45,46,H3,14,Spanish,Open
45,43,H5,1,Spanish,Open
45,54,H7,1,Spanish,Open
45,69,H9,5,Spanish,Open
46,73,A10,5,Spanish,Open
46,64,A12,12,Spanish,Open
46,74,A14,2,Spanish,Open
46,56,A16,2,Spanish,Open
46,65,A18,2,Spanish,Open
46,78,A2,11,Spanish,Open
46,38,A20,2,Spanish,Open
46,67,A4,11,Spanish,Open
46,37,A6,6,Spanish,Open
46,44,A8,5,Spanish,Open
46,82,B1,11,Spanish,Open
46,54,B11,12,Spanish,Open
46,79,B13,5,Spanish,Open
46,83,B15,12,Spanish,Open
46,23,B17,12,Spanish,Open
46,11,B19,11,Spanish,Open
46,4,B2,11,Spanish,Open
46,13,B3,11,Spanish,Open
46,50,B5,6,Spanish,Open
46,66,B7,5,Spanish,Open
46,69,B9,12,Spanish,Open
46,52,C10,12,Spanish,Open
46,36,C12,12,Spanish,Open
46,51,C14,12,Spanish,Open
46,22,C16,12,Spanish,Open
46,27,C18,11,Spanish,Open
46,60,C2,11,Spanish,Open
46,20,C20,11,Spanish,Open
46,70,C3,9,Spanish,Open
46,49,C4,6,Spanish,Open
46,53,C6,5,Spanish,Open
46,1,C8,5,Spanish,Open
46,12,D1,11,Spanish,Open
46,68,D11,12,Spanish,Open
46,75,D14,12,Spanish,Open
46,80,D15,12,Spanish,Open
46,24,D17,8,Spanish,Open
46,61,D19,11,Spanish,Open
46,9,D3,9,Spanish,Open
46,58,D5,6,Spanish,Open
46,14,D7,5,Spanish,Open
46,30,D9,5,Spanish,Open
46,41,E10,5,Spanish,Open
46,7,E12,12,Spanish,Open
46,59,E14,12,Spanish,Open
46,32,E16,4,Spanish,Open
46,8,E18,8,Spanish,Open
46,18,E2,9,Spanish,Open
46,45,E20,8,Spanish,Open
46,31,E4,20,Spanish,Open
46,5,E6,5,Spanish,Open
46,63,E8,5,Spanish,Open
46,76,F1,3,Spanish,Open
46,15,F11,4,Spanish,Open
46,26,F13,12,Spanish,Open
46,40,F15,12,Spanish,Open
46,29,F17,8,Spanish,Open
46,10,F19,16,Spanish,Open
46,33,F3,20,Spanish,Open
46,6,F5,20,Spanish,Open
46,77,F7,5,Spanish,Open
46,48,F9,5,Spanish,Open
46,43,G10,5,Spanish,Open
46,34,G12,4,Spanish,Open
46,71,G14,4,Spanish,Open
46,16,G16,8,Spanish,Open
46,39,G17,16,Spanish,Open
46,17,G18,8,Spanish,Open
46,21,G2,16,Spanish,Open
46,35,G20,16,Spanish,Open
46,57,G4,20,Spanish,Open
46,19,G6,5,Spanish,Open
46,72,G8,5,Spanish,Open
46,25,H1,16,Spanish,Open
46,55,H11,5,Spanish,Open
46,42,H13,4,Spanish,Open
46,28,H15,4,Spanish,Open
46,47,H17,8,Spanish,Open
46,46,H19,16,Spanish,Open
46,3,H3,16,Spanish,Open
46,2,H5,10,Spanish,Open
46,62,H7,10,Spanish,Open
46,81,H9,5,Spanish,Open
47,25,A10,5,Spanish,Open
47,46,A12,12,Spanish,Open
47,4,A14,2,Spanish,Open
47,16,A16,2,Spanish,Open
47,50,A18,2,Spanish,Open
47,22,A2,11,Spanish,Open
47,28,A20,2,Spanish,Open
47,47,A4,6,Spanish,Open
47,38,A6,6,Spanish,Open
47,52,A8,5,Spanish,Open
47,59,B1,11,Spanish,Open
47,12,B11,12,Spanish,Open
47,27,B13,12,Spanish,Open
47,1,B15,12,Spanish,Open
47,17,B17,8,Spanish,Open
47,35,B19,11,Spanish,Open
47,43,B2,11,Spanish,Open
47,67,B3,9,Spanish,Open
47,57,B5,6,Spanish,Open
47,77,B7,5,Spanish,Open
47,7,B9,5,Spanish,Open
47,54,C10,5,Spanish,Open
47,73,C12,12,Spanish,Open
47,41,C14,12,Spanish,Open
47,31,C16,8,Spanish,Open
47,29,C18,8,Spanish,Open
47,64,C2,9,Spanish,Open
47,61,C20,11,Spanish,Open
47,24,C3,9,Spanish,Open
47,14,C4,6,Spanish,Open
47,58,C6,6,Spanish,Open
47,42,C8,5,Spanish,Open
47,15,D1,11,Spanish,Open
47,2,D11,5,Spanish,Open
47,9,D13,12,Spanish,Open
47,6,D15,12,Spanish,Open
47,80,D17,8,Spanish,Open
47,45,D19,11,Spanish,Open
47,83,D3,9,Spanish,Open
47,78,D5,5,Spanish,Open
47,71,D7,5,Spanish,Open
47,30,D9,5,Spanish,Open
47,51,E10,5,Spanish,Open
47,10,E12,12,Spanish,Open
47,48,E14,12,Spanish,Open
47,20,E16,8,Spanish,Open
47,70,E18,8,Spanish,Open
47,66,E2,9,Spanish,Open
47,39,E20,11,Spanish,Open
47,34,E4,10,Spanish,Open
47,69,E6,5,Spanish,Open
47,65,E8,5,Spanish,Open
47,26,F1,3,Spanish,Open
47,21,F11,5,Spanish,Open
47,18,F13,4,Spanish,Open
47,37,F15,4,Spanish,Open
47,19,F17,8,Spanish,Open
47,11,F19,11,Spanish,Open
47,72,F3,10,Spanish,Open
47,82,F5,5,Spanish,Open
47,5,F7,5,Spanish,Open
47,40,F9,5,Spanish,Open
47,44,G10,5,Spanish,Open
47,36,G12,5,Spanish,Open
47,3,G14,4,Spanish,Open
47,53,G16,8,Spanish,Open
47,74,G17,8,Spanish,Open
47,60,G18,8,Spanish,Open
47,79,G2,3,Spanish,Open
47,76,G20,11,Spanish,Open
47,63,G4,10,Spanish,Open
47,62,G6,5,Spanish,Open
47,8,G8,5,Spanish,Open
47,32,H1,10,Spanish,Open
47,55,H11,5,Spanish,Open
47,75,H13,4,Spanish,Open
47,33,H15,4,Spanish,Open
47,56,H17,8,Spanish,Open
47,13,H19,8,Spanish,Open
47,81,H3,10,Spanish,Open
47,68,H5,2,Spanish,Open
47,49,H7,5,Spanish,Open
47,23,H9,5,Spanish,Open
48,75,A10,12,Spanish,Open
48,58,A14,12,Spanish,Open
48,72,A16,2,Spanish,Open
48,31,A18,2,Spanish,Open
48,74,A2,19,Spanish,Open
48,46,A20,19,Spanish,Open
48,30,A4,19,Spanish,Open
48,49,A6,6,Spanish,Open
48,36,A8,5,Spanish,Open
48,42,B1,19,Spanish,Open
48,70,B11,5,Spanish,Open
48,83,B13,12,Spanish,Open
48,57,B15,12,Spanish,Open
48,76,B17,13,Spanish,Open
48,52,B19,11,Spanish,Open
48,25,B2,19,Spanish,Open
48,5,B3,19,Spanish,Open
48,34,B5,6,Spanish,Open
48,12,B7,5,Spanish,Open
48,59,B9,5,Spanish,Open
48,33,C10,12,Spanish,Open
48,17,C12,12,Spanish,Open
48,28,C14,12,Spanish,Open
48,47,C16,13,Spanish,Open
48,50,C18,13,Spanish,Open
48,6,C2,11,Spanish,Open
48,39,C20,11,Spanish,Open
48,82,C3,6,Spanish,Open
48,66,C4,6,Spanish,Open
48,38,C6,6,Spanish,Open
48,21,C8,5,Spanish,Open
48,71,D1,11,Spanish,Open
48,62,D11,4,Spanish,Open
48,69,D13,12,Spanish,Open
48,68,D15,12,Spanish,Open
48,11,D17,13,Spanish,Open
48,22,D19,11,Spanish,Open
48,10,D3,9,Spanish,Open
48,19,D5,19,Spanish,Open
48,1,D7,5,Spanish,Open
48,54,D9,5,Spanish,Open
48,32,E10,12,Spanish,Open
48,26,E12,12,Spanish,Open
48,60,E12,4,Spanish,Open
48,23,E14,12,Spanish,Open
48,77,E16,13,Spanish,Open
48,4,E18,13,Spanish,Open
48,8,E2,9,Spanish,Open
48,20,E20,11,Spanish,Open
48,48,E4,9,Spanish,Open
48,7,E6,5,Spanish,Open
48,3,E8,5,Spanish,Open
48,79,F1,3,Spanish,Open
48,81,F11,5,Spanish,Open
48,80,F13,4,Spanish,Open
48,53,F15,4,Spanish,Open
48,73,F17,13,Spanish,Open
48,65,F19,11,Spanish,Open
48,45,F3,10,Spanish,Open
48,14,F5,5,Spanish,Open
48,24,F5,5,Spanish,Open
48,63,F7,5,Spanish,Open
48,29,G10,5,Spanish,Open
48,56,G12,4,Spanish,Open
48,67,G14,4,Spanish,Open
48,40,G16,13,Spanish,Open
48,13,G17,8,Spanish,Open
48,35,G18,13,Spanish,Open
48,15,G2,3,Spanish,Open
48,16,G20,13,Spanish,Open
48,9,G4,10,Spanish,Open
48,43,G6,5,Spanish,Open
48,64,G8,5,Spanish,Open
48,51,H1,16,Spanish,Open
48,37,H11,4,Spanish,Open
48,44,H13,4,Spanish,Open
48,55,H15,4,Spanish,Open
48,41,H17,13,Spanish,Open
48,61,H19,13,Spanish,Open
48,18,H3,10,Spanish,Open
48,2,H5,10,Spanish,Open
48,27,H7,1,Spanish,Open
48,78,H9,5,Spanish,Open
49,25,A10,12,Spanish,Open
49,59,A14,12,Spanish,Open
49,24,A16,2,Spanish,Open
49,11,A18,2,Spanish,Open
49,45,A2,2,Spanish,Open
49,55,A20,19,Spanish,Open
49,78,A4,19,Spanish,Open
49,56,A6,6,Spanish,Open
49,80,A8,12,Spanish,Open
49,82,B1,11,Spanish,Open
49,63,B11,12,Spanish,Open
49,42,B13,12,Spanish,Open
49,19,B15,12,Spanish,Open
49,65,B17,13,Spanish,Open
49,57,B19,11,Spanish,Open
49,9,B2,19,Spanish,Open
49,69,B3,19,Spanish,Open
49,12,B5,6,Spanish,Open
49,72,B7,5,Spanish,Open
49,50,B9,5,Spanish,Open
49,79,C10,12,Spanish,Open
49,32,C12,4,Spanish,Open
49,10,C14,4,Spanish,Open
49,54,C16,8,Spanish,Open
49,53,C18,11,Spanish,Open
49,29,C2,19,Spanish,Open
49,81,C20,11,Spanish,Open
49,67,C3,6,Spanish,Open
49,22,C4,6,Spanish,Open
49,39,C6,13,Spanish,Open
49,75,C8,5,Spanish,Open
49,46,D1,11,Spanish,Open
49,49,D11,5,Spanish,Open
49,23,D13,12,Spanish,Open
49,47,D15,4,Spanish,Open
49,71,D17,8,Spanish,Open
49,8,D19,11,Spanish,Open
49,4,D3,9,Spanish,Open
49,7,D5,13,Spanish,Open
49,1,D7,5,Spanish,Open
49,18,D9,5,Spanish,Open
49,37,E10,5,Spanish,Open
49,20,E11,4,Spanish,Open
49,35,E12,12,Spanish,Open
49,34,E14,4,Spanish,Open
49,44,E16,8,Spanish,Open
49,2,E18,11,Spanish,Open
49,70,E2,3,Spanish,Open
49,33,E20,11,Spanish,Open
49,16,E4,19,Spanish,Open
49,3,E6,20,Spanish,Open
49,28,E8,5,Spanish,Open
49,66,F1,3,Spanish,Open
49,27,F11,4,Spanish,Open
49,43,F13,4,Spanish,Open
49,52,F15,4,Spanish,Open
49,64,F17,8,Spanish,Open
49,48,F19,3,Spanish,Open
49,41,F3,10,Spanish,Open
49,31,F5,10,Spanish,Open
49,21,F7,5,Spanish,Open
49,76,F9,5,Spanish,Open
49,36,G10,5,Spanish,Open
49,51,G12,4,Spanish,Open
49,62,G14,4,Spanish,Open
49,14,G16,8,Spanish,Open
49,5,G17,8,Spanish,Open
49,38,G18,8,Spanish,Open
49,6,G2,3,Spanish,Open
49,73,G20,3,Spanish,Open
49,30,G4,10,Spanish,Open
49,15,G6,13,Spanish,Open
49,61,G8,5,Spanish,Open
49,17,H1,11,Spanish,Open
49,13,H11,5,Spanish,Open
49,83,H13,5,Spanish,Open
49,58,H15,4,Spanish,Open
49,40,H17,8,Spanish,Open
49,60,H19,8,Spanish,Open
49,74,H3,10,Spanish,Open
49,68,H5,10,Spanish,Open
49,77,H7,5,Spanish,Open
49,26,H9,5,Spanish,Open
50,48,A10,5,Spanish,Open
50,12,A12,12,Spanish,Open
50,62,A14,12,Spanish,Open
50,78,A16,2,Spanish,Open
50,4,A18,2,Spanish,Open
50,30,A2,2,Spanish,Open
50,24,A20,2,Spanish,Open
50,41,A4,19,Spanish,Open
50,61,A6,6,Spanish,Open
50,69,A8,5,Spanish,Open
50,15,B1,19,Spanish,Open
50,36,B11,12,Spanish,Open
50,29,B13,12,Spanish,Open
50,50,B15,12,Spanish,Open
50,64,B17,13,Spanish,Open
50,34,B19,11,Spanish,Open
50,73,B2,19,Spanish,Open
50,38,B3,19,Spanish,Open
50,74,B5,6,Spanish,Open
50,39,B7,5,Spanish,Open
50,59,B9,5,Spanish,Open
50,16,C10,12,Spanish,Open
50,11,C12,12,Spanish,Open
50,53,C14,12,Spanish,Open
50,33,C16,8,Spanish,Open
50,60,C18,13,Spanish,Open
50,10,C2,9,Spanish,Open
50,42,C20,11,Spanish,Open
50,20,C3,9,Spanish,Open
50,49,C4,6,Spanish,Open
50,83,C6,5,Spanish,Open
50,40,C8,5,Spanish,Open
50,27,D1,11,Spanish,Open
50,26,D11,5,Spanish,Open
50,8,D13,12,Spanish,Open
50,58,D15,12,Spanish,Open
50,66,D17,13,Spanish,Open
50,3,D19,11,Spanish,Open
50,55,D3,9,Spanish,Open
50,54,D5,10,Spanish,Open
50,56,D7,5,Spanish,Open
50,76,D9,5,Spanish,Open
50,44,E10,5,Spanish,Open
50,7,E12,12,Spanish,Open
50,45,E14,12,Spanish,Open
50,57,E16,13,Spanish,Open
50,1,E18,8,Spanish,Open
50,19,E2,9,Spanish,Open
50,81,E20,11,Spanish,Open
50,51,E4,10,Spanish,Open
50,71,E6,5,Spanish,Open
50,47,E8,5,Spanish,Open
50,37,F1,3,Spanish,Open
50,79,F11,5,Spanish,Open
50,28,F13,4,Spanish,Open
50,25,F15,12,Spanish,Open
50,21,F17,13,Spanish,Open
50,31,F19,13,Spanish,Open
50,43,F3,10,Spanish,Open
50,46,F5,10,Spanish,Open
50,77,F7,5,Spanish,Open
50,17,F9,5,Spanish,Open
50,82,G10,5,Spanish,Open
50,32,G12,5,Spanish,Open
50,63,G14,4,Spanish,Open
50,5,G16,4,Spanish,Open
50,2,G17,13,Spanish,Open
50,13,G18,8,Spanish,Open
50,72,G2,15,Spanish,Open
50,18,G20,3,Spanish,Open
50,80,G4,10,Spanish,Open
50,75,G6,5,Spanish,Open
50,22,G8,5,Spanish,Open
